person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_313,Event0697,"Salvago, Gianesin (II)","Salvago, Gianesin (II) travel",travel,"1611: Ottoman permission to accompany new bailo Cristoforo Venier en route from Venice to Istanbul [Ecnebi Defterleri 13, fol. 39, #378-9",,1611,,,,,,,,,
Person_313,Event0698,"Salvago, Gianesin (II)","Salvago, Gianesin (II) travel",travel,"6/7/1614: Ottoman permission to accompany new bailo [Almoro Nani en route from Venice to Istanbul [Ecnebi Defterleri 13, fol. 56, #564",1614-06-07,,,,,,,,,,
Person_313,Event0699,"Salvago, Gianesin (II)","Salvago, Gianesin (II) salary",salary,"1618: in Venice to accompany ambassador, receives annual salary of 100 cecchini",,,,,,,,,,,
Person_314,Event0700,"Salvago, Gio: Battista","Salvago, Gio: Battista Birth",Birth,Birth,1904-05-05,,,,,,Istanbul,,,,
Person_314,Event0701,"Salvago, Gio: Battista","Salvago, Gio: Battista employment end",employment end,,1904-07-01,1644,,,,,,,,,
Person_314,Event0702,"Salvago, Gio: Battista","Salvago, Gio: Battista Employment End",Employment End,,1904-07-01,1644,,,,,,,,,
Person_314,Event0703,"Salvago, Gio: Battista","Salvago, Gio: Battista education",education,spent 5 years from ca. 1602 to 1607 in a seminary in Venice to learn Italian and Latin,,ca. 1602,,,1607,,,,,,
Person_314,Event0704,"Salvago, Gio: Battista","Salvago, Gio: Battista appraisal",appraisal,"1634: Gli impieghi fruttuosi del fed.mo Gio.e Batt'a Salvago Dragomano, meritano molto bene ogni segno di stima, e d'honore, havendo servito lunghi anni, cosi in Costantinopoli, come fuori in occasioni di accompagnar Baili, Ambasc.ri, et in altri dificili viaggi, et impieghi, nei quali senza riguardo ne pericoli hà sempre con ogni termine di devotione, et honore pronta, et fruttuosam.te prestata l'opera sua ad imitatione de suoi benemeriti Antenati, et di dua suoi fra'lli im particolare, che pur nel med.mo posto di Dragomani havendo adempito al magg.re segno il loro debito nei servitij della s.a N.a han lasciata la vita; Aggiungendosi q. tanto ancora li degni, e pieni attestati, che fanno li Baili nostri delle non ordinare conditioni di questo soggetto, deve concorrer la publica munificenza à progerle qualche segno di commodo, e di sollievo; Però, l'anderà parte, che al sud.to fed.mo Gio: Batt'a Slavago Dragomano siano concessi d'augumento cecchini dieci al mese, che gli doveranno esser corrisposti dal Bailo nostro per il tempo che si trattenirà in Costantinopoli, e cessarle quando sarà impiegato nei viaggi nell'accompagnar Baili, Ambasc.ri nostri, l'obligatione di che (come Dragoman di strada deputato) gli debba restare sempre adossata, ne possi sottrarsene alle occasioni, che nacessero. ",,1634,,,,,,,,,
Person_314,Event0705,"Salvago, Gio: Battista","Salvago, Gio: Battista appraisal",appraisal,"1641: 'molto ben conosciuto dall'Ecc.ze VV frequentando questo il viaggio di Venetia nel venir à levare, e ricondur di ritorno li Baili. questo è dragoman da strada; hà fatto, e fà il su Ministerio mirabilm.te bene; nel tradur' una scritt.a turca p[er voce d'ogn'uno non ciede ad alcuno; è già di età di 54 anni in c.a assai grave della p[ersona, et p[er me credo che non potrà lungam.te sofferire li pattim.ti di cosi lunghi, e difficili viaggi...'",,1641,,,,,,,,,
Person_314,Event0706,"Salvago, Gio: Battista","Salvago, Gio: Battista appraisal",appraisal,"1626: renegotiated border w Ottomans in Dalmatia [see Mayhew 2008: 160 1634: Gli impieghi fruttuosi del fed.mo Gio.e Batt'a Salvago Dragomano, meritano molto bene ogni segno di stima, e d'honore, havendo servito lunghi anni, cosi in Costantinopoli, come fuori in occasioni di accompagnar Baili, Ambasc.ri, et in altri dificili viaggi, et impieghi, nei quali senza riguardo ne pericoli hà sempre con ogni termine di devotione, et honore pronta, et fruttuosam.te prestata l'opera sua ad imitatione de suoi benemeriti Antenati, et di dua suoi fra'lli im particolare, che pur nel med.mo posto di Dragomani havendo adempito al magg.re segno il loro debito nei servitij della s.a N.a han lasciata la vita; Aggiungendosi q. tanto ancora li degni, e pieni attestati, che fanno li Baili nostri delle non ordinare conditioni di questo soggetto, deve concorrer la publica munificenza à progerle qualche segno di commodo, e di sollievo; Però, l'anderà parte, che al sud.to fed.mo Gio: Batt'a Slavago Dragomano siano concessi d'augumento cecchini dieci al mese, che gli doveranno esser corrisposti dal Bailo nostro per il tempo che si trattenirà in Costantinopoli, e cessarle quando sarà impiegato nei viaggi nell'accompagnar Baili, Ambasc.ri nostri, l'obligatione di che (come Dragoman di strada deputato) gli debba restare sempre adossata, ne possi sottrarsene alle occasioni, che nacessero. 1641: 'molto ben conosciuto dall'Ecc.ze VV frequentando questo il viaggio di Venetia nel venir à levare, e ricondur di ritorno li Baili. questo è dragoman da strada; hà fatto, e fà il su Ministerio mirabilm.te bene; nel tradur' una scritt.a turca p[er voce d'ogn'uno non ciede ad alcuno; è già di età di 54 anni in c.a assai grave della p[ersona, et p[er me credo che non potrà lungam.te sofferire li pattim.ti di cosi lunghi, e difficili viaggi...'",,1626,,,,,,,,,
Person_314,Event0707,"Salvago, Gio: Battista","Salvago, Gio: Battista appraisal",appraisal,"1612: 'è un giovine di buon ingegno e di molta bontà; s'affatica per apprendere quel linguaggio, ma ci dava in bestia sovra gli altri, per essersi applicato tardi; ha qualche lettera non pur umana, ma di filosofia ancora: vive con gran modestia, serve bene, e serve a' Baili in molte cose; insomma è buon soggetto'
",,1612,,,,,,,,,
Person_316,Event0708,"Salvago, Giuliano","Salvago, Giuliano Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_316,Event0709,"Salvago, Giuliano","Salvago, Giuliano employment end",employment end,,1904-05-29,1611,,,,,,,,,
Person_316,Event0710,"Salvago, Giuliano","Salvago, Giuliano Employment End",Employment End,,1904-05-29,1611,,,,,,,,,
Person_316,Event0711,"Salvago, Giuliano","Salvago, Giuliano employment; salary",employment; salary,"9/5/1605: hired in Aleppo, annual salary: 100 zecchini",1605-09-05,,,,,,,,,,
Person_316,Event0712,"Salvago, Giuliano","Salvago, Giuliano travel",travel,"8/19/1609 in Istanbul, heads for Aleppo",1609-08-19,,,,,,,,,,
Person_316,Event0713,"Salvago, Giuliano","Salvago, Giuliano litigation",litigation,"early Sept. 1609: belongings confiscated in Syria [Ecnebi defteri, 13, fol. 33, #309 ",,early Sept. 1609,,,,,,,,,
Person_316,Event0714,"Salvago, Giuliano","Salvago, Giuliano death",death,7/9/1611: died,1611-07-09,,,,,,,,,,
Person_317,Event0715,"Salvago, Mateca","Salvago, Mateca Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_317,Event0716,"Salvago, Mateca","Salvago, Mateca employment end",employment end,,1904-05-10,1592,,,,,,,,,
Person_317,Event0717,"Salvago, Mateca","Salvago, Mateca Employment End",Employment End,,1904-05-10,1592,,,,,,,,,
Person_317,Event0718,"Salvago, Mateca","Salvago, Mateca appraisal",appraisal,"Daniele Barbarigo 1564: 54: in mio tempo essendo il carico suo sopra li schiavi, è stato tanto diligente che più non si potria desiderare; ma pur ancor lui è stato d' accordo con li altri turcimani a perseguitar messer Pietro Maruffo nel garbuglio del giannizzero, come qui appresso si dirà.",,1564,,,,,,,,,
Person_317,Event0719,"Salvago, Mateca","Salvago, Mateca raise",raise,12/27/1566: asks for salary increase - granted,1566-12-27,,,,,,,,,,
Person_317,Event0720,"Salvago, Mateca","Salvago, Mateca travel",travel,"4/26/1571 in Ragusa accompanying Ragazzoni, seriously ill. left there. see Ragazonni's relazione",1571-04-26,,,,,,,,,,
Person_317,Event0721,"Salvago, Mateca","Salvago, Mateca dismissal",dismissal,"10/22/1574 CX orders bailo to dismiss him from service, take away his stipend [see Lamanskii 1968: 102, doc. LXVI = SCX reg. 11, c. 35",1574-10-22,,,,,,,,,,
Person_317,Event0722,"Salvago, Mateca","Salvago, Mateca appraisal",appraisal,"1592: Dragoman da strada, absentyism, conflict w relatives Gagliani over inheritance, very negative report by Lorenzo Bernardo, pp. 413-4",,1592,,,,,,,,,
Person_317,Event0723,"Salvago, Mateca","Salvago, Mateca appraisal",appraisal,"6/3/1592: CX order bailo to send him to Venice to be poisoned or alternatively dismissed from service [Lamansky 1884: 103-5, doc. LXVI = SCX, reg. 13, c. 95 & c. 114, 11/12/1593",1592-06-03,,,,,,,,,,
Person_317,Event0724,"Salvago, Mateca","Salvago, Mateca ",,"ca. 10/2/1593: tells ambassador Matteo Zane that when Zane's successor arrives in Pera he [Matteca intends to double the rent on the bailo's house, which is currently 100 sequins annually, + upkeep. translated/quoted in Calendar of State Papers Relating to English Affairs in the Archives of Venice, Volume 9 (1897), #222 ",1593-10-02,ca. 10/2/1593,,,,,,,,,
Person_317,Event0725,"Salvago, Mateca","Salvago, Mateca death",death,"ca. 10/14/1594: dies 'after six days sufrering from an old rupture' according to bailo Venier's dispatch of that date, as translated/quoted in Calendar of State Papers Relating to English Affairs in the Archives of Venice, Volume 9 (1897), p. 146, #311 ",1594-10-14,ca. 10/14/1594,,,,,,,,,
Person_317,Event0726,"Salvago, Mateca","Salvago, Mateca appraisal",appraisal,"Daniele Barbarigo 1564: 54: in mio tempo essendo il carico suo sopra li schiavi, è stato tanto diligente che più non si potria desiderare; ma pur ancor lui è stato d' accordo con li altri turcimani a perseguitar messer Pietro Maruffo nel garbuglio del giannizzero, come qui appresso si dirà. Contarini 1583: 247: 'sebbene parla benissimo la lingua turca, non è però in stato di poterlo fare [i.e. become dragoman grande after marco de' Scassi's death stando sempre infermo d'una malattia che lo condurrà fino alla morte.'",,1564,,,,,,,,,
Person_319,Event0727,"Sanguinazzo, Domenico","Sanguinazzo, Domenico Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_319,Event0728,"Sanguinazzo, Domenico","Sanguinazzo, Domenico employment end",employment end,,1904-07-19,post1662,,,,,,,,,
Person_319,Event0729,"Sanguinazzo, Domenico","Sanguinazzo, Domenico Employment End",Employment End,,1904-07-19,post1662,,,,,,,,,
Person_319,Event0730,"Sanguinazzo, Domenico","Sanguinazzo, Domenico employment; salary",employment; salary,"1654: Gdl, annual salary 36 2/3 zecchini",,1654,,,,,,,,,
Person_319,Event0731,"Sanguinazzo, Domenico","Sanguinazzo, Domenico petition",petition,"1660: demands to be promoted to status of dragoman [Senato, Deliberazioni, Costantinopoli, filza 37, non num., pièce jointe à la dèlibèration du 23 octobre 1660.",,1660,,,,,,,,,
Person_319,Event0732,"Sanguinazzo, Domenico","Sanguinazzo, Domenico employment",employment,1662: dragoman,,1662,,,,,,,,,
Person_320,Event0733,"Scaramelli, Francesco ","Scaramelli, Francesco  Birth",Birth,Birth,,,,,,,Venice,,,,
Person_320,Event0734,"Scaramelli, Francesco ","Scaramelli, Francesco  Death",Death,,1904-06-30,,,,,,,,,,
Person_320,Event0735,"Scaramelli, Francesco ","Scaramelli, Francesco  employment end",employment end,,1904-06-28,1641,,,,,,,,,
Person_320,Event0736,"Scaramelli, Francesco ","Scaramelli, Francesco  Employment End",Employment End,,1904-06-28,1641,,,,,,,,,
Person_320,Event0737,"Scaramelli, Francesco ","Scaramelli, Francesco  appointment",appointment,"8/2/1611: elected gdl after his father's death [source: Bailo a Costantinopoli b. 277, reg. 397, cc. 1v-2r; cited in Dursteler 2000: 173, n12",1611-08-02,,,,,,,,,,
Person_320,Event0738,"Scaramelli, Francesco ","Scaramelli, Francesco  appointment",appointment,1626: appointed Public Dragoman,,1626,,,,,,,,,
Person_320,Event0739,"Scaramelli, Francesco ","Scaramelli, Francesco  appointment",appointment,1/9/1635: elected Dragomano in pregadi,1635-01-09,,,,,,,,,,
Person_320,Event0740,"Scaramelli, Francesco ","Scaramelli, Francesco  appraisal",appraisal,1641 mentioned in report by baili,,1641,,,,,,,,,
Person_322,Event0741,"Scassi, Marco di","Scassi, Marco di Death",Death,,1585-04-16,,,,,,,,,,preinferred
Person_322,Event0742,"Scassi, Marco di","Scassi, Marco di employment end",employment end,,1585-04-16,pre1585-04-16,,,,,,,,,
Person_322,Event0743,"Scassi, Marco di","Scassi, Marco di appraisal",appraisal,"(Contarini 1583: 247): 'è uomo sufficiente nel suo carico e, quello che importa più, uomo da bene, e tanto leale che si può fidargli nelle mani ogni gran cosa, e per questo merita esser tenuto caro, accarezzato e premiato da Vostra Serenità; perchè quando si ritirasse, come ha più volte detto di voler fare, non so di chi la Serenità Vostra si potesse prevalere'
(Gianfracesco Morosini 1585: 318): 'veramente era un grandissimo uomo da bene, affezionatissimo quanto più si possa dire al servigio della Serenità Vostra, e sebbene non era di tanto ardire quanto forse ricercava quell carico, non mancava mai d'eseguire con grandissima sincerità e secretezza quello che gli era comandato; e veramente la perdita sua merita d'esser pianta da ognuno che ama e desidera il servigio pubblico.'",,1583; 1585,,,,,,,,,
Person_325,Event0744,"Soranzo, Benedetto","Soranzo, Benedetto ",,,1581-08-28,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 5, c. 144a. "
Person_326,Event0745,"Soranzo, Giacomo","Soranzo, Giacomo Commission",Commission,,,10 March 1566,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 3, cc. 32v-36."
Person_326,Event0746,"Soranzo, Giacomo","Soranzo, Giacomo election",election,election,1574-01-25,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 4, c. 88a. "
Person_326,Event0747,"Soranzo, Giacomo","Soranzo, Giacomo election",election,election,1581-08-28,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 5, c. 144a. "
Person_326,Event0748,"Soranzo, Giacomo","Soranzo, Giacomo Commission",Commission,commission,1566-03-10,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 3, cc. 32v-36."
Person_326,Event0749,"Soranzo, Giacomo","Soranzo, Giacomo Commission",Commission,commission,1582-03-10,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 6, cc. 64v-67."
Person_326,Event0750,"Soranzo, Giacomo","Soranzo, Giacomo Commission",Commission,commission,,14 aprile 1575,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 4, cc. 102-104v, 105v-107."
Person_326,Event0751,"Soranzo, Giacomo","Soranzo, Giacomo Commission",Commission,commission,1582-03-10,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 6, cc. 64v-67."
Person_327,Event0752,"Soranzo, Giovanni","Soranzo, Giovanni Commission",Commission,,,14 agosto 1642,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 27, cc. 22-28v."
Person_327,Event0753,"Soranzo, Giovanni","Soranzo, Giovanni Commission",Commission,commission,,14 agosto 1642,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 27, cc. 22-28v."
Person_328,Event0754,"Soranzo, Lorenzo","Soranzo, Lorenzo commission",commission, commissione come ambasciatore,,27 giugno 1699,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 35, a. 1699, cc. 26-29v."
Person_328,Event0755,"Soranzo, Lorenzo","Soranzo, Lorenzo election",election, elezione a bailo,,22 novembre 1699,,,,,,,,,"Archivio di Stato di Venezia, SAVMC, reg. 24, cc. 203a-203b."
Person_328,Event0756,"Soranzo, Lorenzo","Soranzo, Lorenzo Commission",Commission,commission come ambasciatore,,27 giugno 1699,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 35, a. 1699, cc. 26-29v."
Person_329,Event0757,"Spinelli, Marchiò","Spinelli, Marchiò Birth",Birth,Birth,,,,,,,Cyprus,,,,
Person_329,Event0758,"Spinelli, Marchiò","Spinelli, Marchiò employment end",employment end,,1591-03-13,post-112787,,,,,,,,,
Person_329,Event0759,"Spinelli, Marchiò","Spinelli, Marchiò petition",petition,4/26/1567: asks to be sent to Istanbul to learn Turkish;,1567-04-26,,,,,,,,,,
Person_329,Event0760,"Spinelli, Marchiò","Spinelli, Marchiò bonus; travel; appointment",bonus; travel; appointment,"3/6/1568: recives soventione di ducatii cinquantam da esser sconsata delli primi danari del suo salario, per mettersi ad ordine per il viaggio [to Istanbul, to begin studyg turkish, as done to os in same status. vote: 154 5 3",1568-03-06,,,,,,,,,,
Person_329,Event0761,"Spinelli, Marchiò","Spinelli, Marchiò salary",salary,"8/3/1585: earns 100 Ven ducats a yr, to be paid to him in gold coins",1585-08-03,,,,,,,,,,
Person_329,Event0762,"Spinelli, Marchiò","Spinelli, Marchiò appraisal",appraisal,"(Morosini 1585: 320): 'per parlar ed interpretare è sufficientissimo; ma quello che importa più, serve la Serenità Vostra con tanto affetto e con volontà cos"" sincera, che mai ha ricusato di espondersi a qualsivoglia fatica o incomodo per servizio della Serenità Vostra, anzi è stato sempre pronto in servire in quelle cosec he gli altri hanno ricusato di fare.'",,1585,,,,,,,,,
Person_329,Event0763,"Spinelli, Marchiò","Spinelli, Marchiò appraisal",appraisal,"(Contarini 1583: 248): 'serve in luogo di Matteca in molti servigj che sono necessarj e urgenti, e che hanno bisogno d'esser trattati da persona dabbene e fedele.'
",,1583,,,,,,,,,
Person_333,Event0764,"Tarsia, Christoforo","Tarsia, Christoforo Birth",Birth,Birth,,1600,,,,,Capodistria,,,,
Person_333,Event0765,"Tarsia, Christoforo","Tarsia, Christoforo Death",Death,,,1678,,,,,,,,,approximate
Person_333,Event0766,"Tarsia, Christoforo","Tarsia, Christoforo employment end",employment end,,1676/1678,post1676/1678,,,,,,,,,date questionable
Person_333,Event0767,"Tarsia, Christoforo","Tarsia, Christoforo appointment",appointment,1620: appointed gdl,,1620,,,,,,,,,
Person_333,Event0768,"Tarsia, Christoforo","Tarsia, Christoforo employment; salary",employment; salary,"1641: dragoman, annual salary: 194 ducats, 82 zecchini, servant & 4 outfits",,1641,,,,,,,,,
Person_333,Event0769,"Tarsia, Christoforo","Tarsia, Christoforo election",election,1652: elected prior of Magnifica Comunita,,1652,,,,,,,,,
Person_333,Event0770,"Tarsia, Christoforo","Tarsia, Christoforo salary",salary,1654: annual salary of 312.5 zecchini,,1654,,,,,,,,,
Person_333,Event0771,"Tarsia, Christoforo","Tarsia, Christoforo ",,1655?: leader of dragomans' revolt,,1655?,,,,,,,,,
Person_333,Event0772,"Tarsia, Christoforo","Tarsia, Christoforo salary",salary,1667: annual salary of 60 ducats,,1667,,,,,,,,,
Person_333,Event0773,"Tarsia, Christoforo","Tarsia, Christoforo commission; death",commission; death,1676: sent on diplomatic mission to Visir. dies 1678 [according to Bertelè: December 1676.,,1676,,,,,,,,,
Person_333,Event0774,"Tarsia, Christoforo","Tarsia, Christoforo appraisal",appraisal,"1670: 'valoroso nella lingua, senza pari fra tutti quelli delli Ambasciatori per intelligenza e per costumi' [Luca 2008: 154",,1670,,,,,,,,,
Person_333,Event0775,"Tarsia, Christoforo","Tarsia, Christoforo appraisal",appraisal,"1655: approving report by Lorenzo Dolfin available in COMMISSIONES ET RELATIONES, VII, p. 122. [reference in Mayhew 2008: 167 n215 ",,1655,,,,,,,,,
Person_333,Event0776,"Tarsia, Christoforo","Tarsia, Christoforo appraisal",appraisal,"1641: 'è buon soggetto, di buon' aspetto, et con l'applicat.ne et essercitio, credo che potrebbe prestare assai buon servitio; non è però di complessione molto robusta; è alquanto ardente, mà col tempo tutto s'aquista.'
",,1641,,,,,,,,,
Person_334,Event0777,"Tarsia, Giacomo","Tarsia, Giacomo Birth",Birth,Birth,,1648,,,,,Istanbul,,,,
Person_334,Event0778,"Tarsia, Giacomo","Tarsia, Giacomo employment end",employment end,,,1683,,,,,,,,,
Person_334,Event0779,"Tarsia, Giacomo","Tarsia, Giacomo Employment End",Employment End,,,1683,,,,,,,,,
Person_334,Event0780,"Tarsia, Giacomo","Tarsia, Giacomo appointment",appointment,1663: appointed Gdl,,1663,,,,,,,,,
Person_334,Event0781,"Tarsia, Giacomo","Tarsia, Giacomo translation",translation,1675: translated Vezhi,,1675,,,,,,,,,
Person_334,Event0782,"Tarsia, Giacomo","Tarsia, Giacomo election",election,1684: elected prior of Magnifica Comunita,,1684,,,,,,,,,
Person_334,Event0783,"Tarsia, Giacomo","Tarsia, Giacomo appraisal",appraisal,"1670: special ambassador Alvise Molin: 'giovane di somma aspettatione non solo, e che può farsi con un poco di tempo superiore forse a molti altri, ma che di presente gode una intelligenza singolarissima della lingua, in costume innocente educato dal padre al suo fianco, con particolar prediletione come la merita. Questo non ha bisogno d'altra scuola perchè ne è più perito d'ogni altro, e l'ho meco per vgalermene con pubblico servitio.' [Archivio proprio Costantinopoli, b. 24, cc. 324v-325r (7/28/1670), quoted in Luca 2008: 156",,1670,,,,,,,,,
Person_335,Event0784,"Tarsia, Gio: Domenico","Tarsia, Gio: Domenico Birth",Birth,Birth,,,,,,,Capodistria,,,,
Person_335,Event0785,"Tarsia, Gio: Domenico","Tarsia, Gio: Domenico Employment End",Employment End,,1904-04-10,post1562,,,,,,,,,
Person_335,Event0786,"Tarsia, Gio: Domenico","Tarsia, Gio: Domenico appraisal",appraisal,"personaggio erudito nelle lingue latina e greca. Abbiamo di lui la traduzione: De' fatti de' Romani di Lucio Floro, stampati in Venezia nel 1546 per il Ravanni: ed un' altra traduzione dal latino nel volgare delle Declamazioni Sillane di Gio. Antonio Vives Valentiano, che pubblicò in Venezia colle stampe di Pietro de Nicolini da Sabbio nel 1549 in 8.o, colla dedica al savio grande Francesco Vaniero, in data 3/10/1549. Conviene credere che fosse un letterato di merito, mentre troviamo nel volume III p. 100 delle Cronache del Mainati che nel 1561 collo stipendio di ducati 100, e casa franca egli fu condotto dalla città di Trieste a pubblico oratore per onorare con sermone il funerale dei consiglieri di rispetto, e delle persone più stimate nel giorno della loro sepoltura. Il Tarsia fu il primo oratore funebre di quella città dopo la parte presa da quel consiglio.'",,1549;1561,,,,,,,,,
Person_337,Event0787,"Tarsia, Leonardo","Tarsia, Leonardo Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_337,Event0788,"Tarsia, Leonardo","Tarsia, Leonardo employment end",employment end,,1904-07-17,1660,,,,,,,,,
Person_338,Event0789,"Tarsia, Marco","Tarsia, Marco Birth",Birth,Birth,,,,,,,Capodistria,,,,
Person_338,Event0790,"Tarsia, Marco","Tarsia, Marco employment end",employment end,,1650-09-20,1650-09-20,,,,,,,,,
Person_338,Event0791,"Tarsia, Marco","Tarsia, Marco employment; salary",employment; salary,"1641: gdl, annual salary",,1641,,,,,,,,,
Person_338,Event0792,"Tarsia, Marco","Tarsia, Marco employment",employment,1650: dragoman,,1650,,,,,,,,,
Person_338,Event0793,"Tarsia, Marco","Tarsia, Marco appraisal",appraisal,"1641: 'giovanetto è attissimo à far buona riuscita se si applicherà alli studij degl' altri, che più, e chi meno, ma bene devo dire in universale, che pochiss.mo si attendo alli studij, et che chi serve alla SEr.tà V'ra in q.ta caria conviene sentirne mortificatione'",,1641,,,,,,,,,
Person_339,Event0794,"Tarsia, Ruggiero","Tarsia, Ruggiero Birth",Birth,Birth,,,,,,,Capodistria,,,,
Person_339,Event0795,"Tarsia, Ruggiero","Tarsia, Ruggiero employment end",employment end,,1904-07-12,1655,,,,,,,,,
Person_339,Event0796,"Tarsia, Ruggiero","Tarsia, Ruggiero Employment End",Employment End,,1904-07-12,1655,,,,,,,,,
Person_339,Event0797,"Tarsia, Ruggiero","Tarsia, Ruggiero appointment",appointment,1628 (or 1630): appointed Gdl,,1628/1630,,,,,,,,,
Person_339,Event0798,"Tarsia, Ruggiero","Tarsia, Ruggiero leave of absence",leave of absence,"1636: given permission by bailo to leave service for 6 months and go to Capodistria to attend to a family litigation, since his brother the dragoman Christoforo doesn't want to leave the service but has no one trustworthy in Capodistria to attend to his interest vis-a-vis relatives with whom he has a litigation.",,1636,,,,,,,,,
Person_339,Event0799,"Tarsia, Ruggiero","Tarsia, Ruggiero employment",employment,1641: still gdl,,1641,,,,,,,,,
Person_339,Event0800,"Tarsia, Ruggiero","Tarsia, Ruggiero employment",employment,1649: interpreter in Armata,,1649,,,,,,,,,
Person_339,Event0801,"Tarsia, Ruggiero","Tarsia, Ruggiero raise",raise,1652: raise,,1652,,,,,,,,,
Person_339,Event0802,"Tarsia, Ruggiero","Tarsia, Ruggiero employment",employment,6/11/1653: appears as dragoman in letter sent by senate to Prov Gen in Dalmazia & Albania,1653-06-11,,,,,,,,,,
Person_339,Event0803,"Tarsia, Ruggiero","Tarsia, Ruggiero raise",raise,1655: raise,,1655,,,,,,,,,
Person_339,Event0804,"Tarsia, Ruggiero","Tarsia, Ruggiero appraisal",appraisal,"1641: 'riuscirà meglio Dragoman da stradda occorrendo, che p[er altro'",,1641,,,,,,,,,
Person_341,Event0805,"Tarsia, Tomaso","Tarsia, Tomaso Birth",Birth,Birth,1904-06-28,,,,,,Istanbul,,,,
Person_341,Event0806,"Tarsia, Tomaso","Tarsia, Tomaso Death",Death,,1904-09-05,,,,,,,,,,
Person_341,Event0807,"Tarsia, Tomaso","Tarsia, Tomaso employment end",employment end,,1904-09-01,1706,,,,,,,,,
Person_341,Event0808,"Tarsia, Tomaso","Tarsia, Tomaso Employment End",Employment End,,1904-09-01,1706,,,,,,,,,
Person_341,Event0809,"Tarsia, Tomaso","Tarsia, Tomaso employment",employment,in 1660s: worked for English and French as well as Venetian embassies in Istanbul.,,1660-1669,,,,,,,,,
Person_341,Event0810,"Tarsia, Tomaso","Tarsia, Tomaso employment",employment,at age 30 - already public dragoman in service of ven in Dalmatia.,,,,,,,,,,,
Person_341,Event0811,"Tarsia, Tomaso","Tarsia, Tomaso promotion",promotion,1670: recently promoted to dragoman in Istanbul,,1670,,,,,,,,,
Person_341,Event0812,"Tarsia, Tomaso","Tarsia, Tomaso travel",travel,May 1671: transferred to Istanbul.,,May 1671,,,,,,,,,
Person_341,Event0813,"Tarsia, Tomaso","Tarsia, Tomaso appraisal",appraisal,9/7/1680: merits appointment as Grand Dragoman according to relazione of Morosini,1680-09-07,,,,,,,,,,
Person_341,Event0814,"Tarsia, Tomaso","Tarsia, Tomaso report; promotion",report; promotion,1683: wrote relazione of Ottoman siege on Vienna. promoted to office of dragoman grande under bailo Pietro Civrano [Paladino 1917: 199,,1683,,,,,,,,,
Person_341,Event0815,"Tarsia, Tomaso","Tarsia, Tomaso death",death,"1710: died in Istanbul (Venturini 1906: 60; also claims T was offered the position of Ottoman grand dgragoman in place of Mavrocordato, ibid.)",,1710,,,,,,,,,
Person_341,Event0816,"Tarsia, Tomaso","Tarsia, Tomaso appraisal",appraisal,"1675-80: in his relazione bailo Giovanni Morosini recommends conferring on T the title of grand dragoman, says he's the only one around who is serviceable at court, much respect from Mavrocordato. All other dragomans too old to work.",,1675-1680,,,,,,,,,
Person_341,Event0817,"Tarsia, Tomaso","Tarsia, Tomaso employment",employment,"Stancovich 1828 (#438, p. 436): 'di Capodistria, (1671), dragoman in Istanbul for Ven court. 'fu incaricato nel 1671 a portarsi in Dalmazia presso il pascià per praticare i soliti tratti di uffiziosità, e concertare con esso il tempo, ed il luogo per congresso dei Turchi coi Veneti; nella quale circostanza fu scelta la città di Zara (Foscarini Mich. Ist. Ven.). Il Tarsia è nominato pure dal Foscarini in altra circostanza dell' anno 1681 e dell' anno 1683, dicendo che il Tarsia dragomano fu fatto chiamare dal primo visir, ed incaricato dallo stesso di procurar a calmare l' irritamento dei Veneziani per le violenze ch' erano state praticate dai Turchi. Fu dragomano grande, (Diedo Ist. Ven.) e mor"" in Costantinopoli nel 1716; a lui successse Rinaldo Carli.",,1671,,,,,,,,,
Person_341,Event0818,"Tarsia, Tomaso","Tarsia, Tomaso ",,"Il Naldini ci racconta che il Tarsia fece un dono al convento di S. Biagio di Capodistria di un ostensorio argenteo dorato per il Venerabile, a cinque piramidi di raro e superbo lavoro in gotico stile: acquisto fatto da un Tartaro, che l'aveva involato in una chiesa dell'Austria nella guerra del 1683, mentre Maometto IV tentava espugnare Vienna con cento mila combattenti.'",,,,,,,,,,,
