person_id,title,given_name,family_name,name_parts,alt_family_names,alt_given_names,alt_name_parts,professions,gender,nations,languages,positions,events,related_people,notes
Person_246,"Mocenigo, Alvise",Alvise,Mocenigo,,,,,,Male,,,Position233,"Event0515, Event0516, Event0517, Event0518",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 170, nn. 1-80; 21a, 43a, 75a (1 settembre 1709-18 novembre 1711); f. 171, nn. 81-180 (30 novembre 1711-14 agosto 1714)."
Person_247,"Mocenigo, Andrea",Andrea,Mocenigo,,,,,Capitano in Golfo,Male,,,Position234,"Event0515, Event0516, Event0517, Event0518",,
Person_248,"Mocenigo, Giovanni",Giovanni,Mocenigo,,,,,,Male,,,Position235,"Event0519, Event0520",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 60, nn. 1, 4-5, 7, 9-16, 23 (16 settembre 1604-1 gennaio 1605)."
Person_249,"Mocenigo, Tommaso",Tommaso,Mocenigo,,,,,,Male,,,Position236,"Event0521, Event0522, Event0523, Event0524, Event0525",,"Relazione: BMC, WL , b. 20/11 (Sommario, relativo alle sole entrate e uscite del tesoro ottomano); Pedani, Relazioni inedite, pp. 41-46."
Person_250,"Mocenigo, Tommaso",Tommaso,Mocenigo,,,,,,Male,,,Position237,"Event0521, Event0522, Event0523, Event0524, Event0525",,
Person_251,"Molin, Alvise",Alvise,Molin,,,,,,Male,,,Position238,"Event0526, Event0527, Event0528, Event0529, Event0530",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 153, nn. 1-22, 24-35, 37-68; 8a, 40a, 66a (25 agosto 1668-20 febbraio 1670); f. 154, nn. 69-132; 127bis (2 March 1670-13 febbraio 1671); f. 155, nn. 133-158 (13 March -30 July 1671); SAPC, nn. 23-25 (copiario, 25 agosto 1668-10 July 1671). Dispaccio del coadiutore Vincenzo Mazzoleni Archivio di Stato di Venezia, SDC, f. 155bis, n. 21 (27 agosto 1671). Dispaccio del maestro di casa del bailaggio Alessandro Zen f. 155bis, n. 34 (10 ottobre 1671)."
Person_252,"Moro, Giovanni",Giovanni,Moro,,,,,,Male,,,Position239,"Event0531, Event0532",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 26, nn. 8-10, 14-16, 20, 25-31, 33-34, 36-47, 49-66 (23 settembre 1587-23 febbraio 1588); f. 27, nn. 1-61 (8 March -28 agosto 1588); f. 28, nn. 1-70 (10 settembre 1588-25 febbraio 1589); f. 29, nn. 1-58 (7 March -19 agosto 1589); f. 30, nn. 1-45 (1 settembre 1589-17 febbraio 1590); f. 31, nn. 1-17, 19-21, 23-28, 30-35 (3 March -26 giugno 1590). * Relazione: Albéri, Le relazioni, III/3, pp. 323-380; Firpo, Relazioni, XIII, pp. 1-58."
Person_253,"Moro, Lorenzo",Lorenzo,Moro,,,,,,Male,,,Position240,"Event0531, Event0532",,
Person_254,"Morosini, Giovanni",Giovanni,Morosini,,,,,,Male,,,Position241,"Event0533, Event0534",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 158, nn. 160-162 (5 ottobre-8 ottobre 1675); f. 159, nn. 1-38, 41-64 (16 giugno 1675-16 dicembre 1677); f. 160, nn. 65-113, 115-141; 81a (8 gennaio 1678-21 maggio 1680); SAPC, nn. 29-30 (copiario, 16 giugno 1675-21 maggio 1680). * Relazione: Barozzi-Berchet, Le relazioni, I/2, pp. 197-248; Firpo, Relazioni, XIII, pp. 983-1034."
Person_255,"Morosini, Silvestro",Silvestro,Morosini,,,,,Capitano generale da Mar,Male,,,Position242,"Event0533, Event0534",,
Person_256,"Nani, Agostino",Agostino,Nani,,,,,,Male,,,Position243,"Event0535, Event0536",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 51, nn. 26-27, 30-34, 40-41 (24 giugno-12 agosto 1600); f. 52, nn. 2-8, 12-43 (13 settembre 1600-20 febbraio 1601); f. 53, nn. 1-29 (3 March -26 agosto 1601); f. 54, nn. 1-32 (8 settembre 1601-27 febbraio 1602); f. 55, nn. 1-25, 28 (11 March -30 agosto 1602); f. 56, nn. 1, 4-6, 8-10, 12-16, 20, 28 (1 settembre 1602-17 gennaio 1603). * Relazione: Barozzi-Berchet, Le relazioni, I/1, pp. 11-44; Firpo, Relazioni, XIII, pp. 371-406."
Person_257,"Nani, Almorò",Almorò,Nani,,,,,,Male,,,Position244,"Event0537, Event0538",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 78, nn. 14, 16, 19-20, 27, 30, 33-35 (8 novembre 1614-19 febbraio 1615); f. 79, nn. 1-18, 20-40 (5 March -22 agosto 1615); f. 80, nn.1-35 (5 settembre 1615-20 febbraio 1616); f. 81, nn. 1-14, 16-42 (5 March -19 settembre 1616); f. 82, nn. 1-29 (4 ottobre 1616-27 febbraio 1617); f. 83, nn. 1-27 (13 March -26 agosto 1617); f. 84, nn. 1-35 (1 settembre 1617-26 febbraio 1618); f. 85, nn. 1; 1-30; 6a-b, 15a, 18a, 20a (11 March -25 agosto 1618); f. 86, nn. 31-57; 43a, 48a, 55a, 57a (7 settembre 1618-25 febbraio 1619); f. 87, nn. 58-83; 65a, 66a (2 March -18 agosto 1619); f. 88, nn. 84-118; 84a, 87a (1 settembre 1619-27 febbraio 1620); f. 89, nn. 119-131, 133-159; 131a, 149a (12 March -27 dicembre 1620); f. 90, nn. 15, 20, 24 (12 gennaio-25 febbraio 1621); f. 91, dispacci inconsultabili ( March 1621); SAPC, nn. 11-16 (copiario e rubricario 8 novembre 1614-28 aprile 1621); n. 17 (copiario 22 agosto-10 dicembre 1620)."
Person_258,"Navagero, Bernardo",Bernardo,Navagero,,,,,,Male,,,Position245,"Event0539, Event0540",,"Dispacci: Archivio di Stato di Venezia, SAPC, f. 5, nn. 1-116 (6 agosto 1550-28 giugno 1552). * Relazione: Archivio di Stato di Venezia, CR, b. 4; b. 88, n. 2; Albéri, Le relazioni, III/1, pp. 33-110."
Person_259,"Navon, Alessandro",Navon,Alessandro,,Navon;Naon;Navoni;Naoni,Alessandro,,Dragoman,Male,Christiana di Pera,Turkish,Position246,"Event0541, Event0542, Event0543, Event0544, Event0545, Event0546","PersonPerson0142, PersonPerson0143, PersonPerson0144, PersonPerson0145",
Person_260,"Navon, Felix",Navon,Felix,,Navon;Naon;Navoni;Naoni,Felix,,Dragoman,Male,Christiana di Pera,,Position247,"Event0547, Event0548",,Cunningham 1961: 84
Person_261,"Navon, Francesca",Francesca,Navon,,,,,,Female,,,,"Event0547, Event0548",,
Person_262,"Navon, Gio: Battista (I)",Navon,Gio: Battista (I),I,Navon;Naon;Navoni;Naoni,Gio: Battista;Giovanni Battista;Giambattista;Zuambattista;Zuan Battista;Zuanne Battista;Zuane Battista;Battista;Batista;Gianbattista;Gianbatista,,Dragoman,Male,Christiana di Pera,Turkish,"Position248, Position249","Event0549, Event0550, Event0551, Event0552, Event0553, Event0554, Event0555","PersonPerson0146, PersonPerson0147, PersonPerson0148, PersonPerson0149, PersonPerson0150, PersonPerson0151, PersonPerson0152",
Person_263,"Navon, Gio: Battista (II)",Navon,Gio: Battista (II),II,Navon;Naon;Navoni;Naoni,Gio: Battista;Giovanni Battista;Giambattista;Zuambattista;Zuan Battista;Zuanne Battista;Zuane Battista;Battista;Batista;Gianbattista;Gianbatista,,Dragoman,Male,Christiana di Pera,Turkish,Position250,Event0556,,
Person_264,"Navon, Giovanni Battista",Giovanni Battista,Navon,,,,,,Male,,,,Event0556,,
Person_265,"Navon, Pasqual (I)",Navon,Pasqual (I),I,Navon;Naon;Navoni;Naoni,Pasqual;Pasquale;Pasquali;Pasca,,Dragoman,Male,Christiana di Pera,Turkish;Greek;Italian,Position251,"Event0557, Event0558, Event0559, Event0560, Event0561, Event0562, Event0563, Event0564, Event0565, Event0566, Event0567, Event0568, Event0569","PersonPerson0153, PersonPerson0154, PersonPerson0155, PersonPerson0156, PersonPerson0157",
Person_266,"Navon, Pasqual (II)",Navon,Pasqual (II),II,Navon;Naon;Navoni;Naoni,Pasqual;Pasquale;Pasquali;Pasca,,Dragoman,Male,Christiana di Pera,Turkish,Position252,"Event0570, Event0571, Event0572, Event0573, Event0574, Event0575, Event0576","PersonPerson0158, PersonPerson0159, PersonPerson0160",
Person_267,"Navon, Tommaso (I)",Navon,Tommaso (I),I,Navon;Naon;Navoni;Naoni,Tommaso;Tomaso;Tomasso;Tommasso,,Dragoman,Male,Christiana di Pera,Turkish,Position253,"Event0577, Event0578, Event0579, Event0580, Event0581, Event0582, Event0583","PersonPerson0161, PersonPerson0162",
Person_268,"Navon, Tommaso (II)",Navon,Tommaso (II),II,Navon;Naon;Navoni;Naoni,Tommaso;Tomaso;Tomasso;Tommasso,,Dragoman,Male,Christiana di Pera,Turkish,Position254,"Event0584, Event0585, Event0586, Event0587, Event0588, Event0589","PersonPerson0163, PersonPerson0164, PersonPerson0165, PersonPerson0166","brother, d. 1702"
Person_269,"Negro, Giorgio",Giorgio,Negro,,,,,Segretario,Male,,,Position255,"Event0584, Event0585, Event0586, Event0587, Event0588, Event0589",,
Person_270,"Negroni, Andrea",Negroni,Andrea,de,Negroni;Negri,Andrea,di;da,Dragoman,Male,Greca?;Christiana di Pera;,Turkish,Position256,"Event0590, Event0591, Event0592, Event0593, Event0594, Event0595",,Spuler 1935; Neck 1950; Rothman 2009; Rothman 2011 Language Notes:d'altri dodeci sorte de carateri orientali de scritture'
Person_271,"Nicolini, Pietro",Nicolini,Pietro,,Nicolini;Niholihi;Nicolich,Pietro;Petro;Piero;Pero,,Dragoman,Male,Cipriota,Greek,Position257,"Event0596, Event0597, Event0598",PersonPerson0167,
Person_272,"Nicolini, Simon",Nicolini,Simon,,Nicolini;Niholihi;Nicolich,Simon;Simone;Simeon,,Dragoman,Male,Cipriota;Bulgara;Ragusea,Turkish,Position258,"Event0599, Event0600, Event0601, Event0602, Event0603, Event0604, Event0605, Event0606, Event0607",PersonPerson0168,"born and raised in Sofia, but lived in Ragusa and served as ragusn dragoman for sometime, considered ragusan"
Person_273,"Nores, Giacomo de",Nores,Giacomo de,de',Nores,Giacomo,di;da,Dragoman,Male,Cipriota,Turkish;Greek;Persian;Arabic,Position259,"Event0608, Event0609, Event0610, Event0611, Event0612, Event0613, Event0614","PersonPerson0169, PersonPerson0170","Berchet 1866; Nicolaou-Konnari 2006; Rudt de Collenberg 1983; Rothman 2009; Rothman 2011. 9 children (including 2 monachized daughters), aunts, mother"
Person_274,"Nores, Pietro di",Pietro di,Nores,,,,,,Male,,,,"Event0608, Event0609, Event0610, Event0611, Event0612, Event0613, Event0614",,
Person_275,"Olivieri, Antonio",Olivieri,Antonio,,Olivieri,Antonio;Ant.o,,Dragoman,Male,Christiana di Pera,Turkish,Position260,"Event0615, Event0616, Event0617, Event0618, Event0619",PersonPerson0171,
Person_276,"Olivieri, Caterina",Caterina,Olivieri,,,,,,Female,,,,"Event0615, Event0616, Event0617, Event0618, Event0619",,
Person_277,"Olivieri, Domenico",Domenico,Olivieri,,,,,,Male,,,Position261,"Event0615, Event0616, Event0617, Event0618, Event0619",,
Person_278,"Olivieri, Giovanni",Olivieri,Giovanni,,Olivieri,Giovanni;Giovan;Zuan;Zuanne;Zuane;Gio:,,Dragoman,Male,Christiana di Pera,Turkish,"Position262, Position263","Event0620, Event0621, Event0622, Event0623, Event0624, Event0625, Event0626","PersonPerson0172, PersonPerson0173, PersonPerson0174, PersonPerson0175","1606: prior - Dalleggio D'Alessio 1969: 156. Related people: cf. De Testa & Gautier 1991: 8, 10"
Person_279,"Olivieri, Olivier",Olivier,Olivieri,,,,,,Male,,,"Position264, Position265","Event0620, Event0621, Event0622, Event0623, Event0624, Event0625, Event0626",,
Person_280,"Olivieri, Soprana Caterina",Soprana Caterina,Olivieri,,,,,,Female,,,,"Event0620, Event0621, Event0622, Event0623, Event0624, Event0625, Event0626",,
Person_281,"Pace, Girolamo",Pace,Girolamo,,Pace,Girolamo;Gierolamo;Hieronimo;Hironimo;Gironimo;Gieronimo;Gerolamo,,Dragoman,Male,Dalmata,Turkish,Position266,"Event0627, Event0628, Event0629, Event0630",,
Person_282,"Pace, Marco",Pace,Marco,,Pace,Marco,,Dragoman,Male,Dalmata,Turkish,Position267,"Event0631, Event0632, Event0633",PersonPerson0176,
Person_283,"Paleologo, Todaro [Teodoro",Paleologo,Todaro [Teodoro,,Paleologo;Palleologo,Todaro;Teodoro;Todero,,Dragoman,Male,Greca,Turkish,Position268,"Event0634, Event0635, Event0636, Event0637",,
Person_284,"Parada, Ippolito",Parada,Ippolito,,Parada,Ippolito,,Dragoman,Male,Christiana di Pera,Turkish,Position269,"Event0638, Event0639",,
Person_285,"Parada, Michiel",Parada,Michiel,,Parada,Michiel;Michele,,Dragoman,Male,Christiana di Pera,Turkish,"Position270, Position271","Event0640, Event0641, Event0642, Event0643, Event0644",PersonPerson0177,
Person_286,"Perone, Giovanni",Perone,Giovanni,,Perone;Peron;Peroni;Piron;Pironi;Pirone,Giovanni;Giovan;Zuan;Zuanne;Zuane;Gio:,,Dragoman,Male,Christiana di Pera,Turkish,Position272,"Event0645, Event0646, Event0647, Event0648, Event0649, Event0650, Event0651","PersonPerson0178, PersonPerson0179, PersonPerson0180, PersonPerson0181, PersonPerson0182","father elected sub-prior of Magnifica Comunita 1615, 1619, 1631; prior of Magnifica Comunita 1622, 1632. Antonio, Nicoloso, Matteo, Domenico served in these capacities 7 more times between 1585 and 1657"
Person_287,"Piron, Alessandra",Alessandra,Piron,,,,,,Female,,,,"Event0645, Event0646, Event0647, Event0648, Event0649, Event0650, Event0651",,
Person_288,"Piron, Antonio",Antonio,Piron,,,,,,Male,,,,"Event0645, Event0646, Event0647, Event0648, Event0649, Event0650, Event0651",,
Person_289,"Piron, Domenico",Domenico,Piron,,,,,,Male,,,,"Event0645, Event0646, Event0647, Event0648, Event0649, Event0650, Event0651",,
Person_290,"Piron, Nicolò",Nicolò,Piron,,,,,,Male,,,Position273,"Event0645, Event0646, Event0647, Event0648, Event0649, Event0650, Event0651",,
Person_291,"Pirona, Maria",Maria,Pirona,,,,,,Female,,,,"Event0645, Event0646, Event0647, Event0648, Event0649, Event0650, Event0651",,
Person_292,"Pizzari, Michiel",Pizzari,Michiel,,Pizzari;Pizzaro,Michiel;Michele,,Dragoman,Male,Candiotta,Turkish;Arabic ('Mora'),Position274,"Event0652, Event0653, Event0654, Event0655, Event0656",,
Person_293,Pizzoni,Pizzoni,,,Pizzoni;Pizzon,,,Dragoman,Male,Veneziana,Turkish;Arabic,Position275,"Event0657, Event0658",,
Person_294,"Podocataro, Livio",Livio,Podocataro,,,,,,Female,,,,"Event0657, Event0658",,
Person_295,Polisotra,,Polisotra,,,,,,Female,,,,"Event0657, Event0658",,
Person_296,"Priuli, Andrea",Andrea,Priuli,,,,,,Male,,,Position276,Event0659,,
Person_297,"Quartano, Nicolò",Quartano,Nicolò,,Quarano,Nicola;Nicolà;Nicolò;Nicolo;Nicollo,,Dragoman,Male,Greca,Greek?;Turkish?,Position277,"Event0660, Event0661, Event0662, Event0663",,
Person_298,"Querini, Francesco",Francesco,Querini,,,,,,Male,,,Position278,Event0664,,
Person_299,"Querini, Giacomo",Giacomo,Querini,,,,,,Male,,,Position279,"Event0665, Event0666",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 156, nn. 1-3, 5-74; 20a, 70a, 71a (24 agosto 1671-12 dicembre 1672); f. 157, nn. 75-126 (10 gennaio 1673-3 agosto 1674); f. 158, nn. 127-162; 162a (8 settembre 1674-5 dicembre 1675); SAPC, n. 27 (copiario, 24 agosto 671-2 July 1672). * Relazione: Barozzi-Berchet, Le relazioni, I/2, pp. 121-196; Firpo, Relazioni, XIII, pp. 907-981."
Person_300,"Querini, Guglielmo",Guglielmo,Querini,,,,,,Male,,,Position280,"Event0665, Event0666",,
Person_301,"Querini, Marino",Marino,Querini,,,,,,Male,,,Position281,"Event0665, Event0666",,
Person_302,"Ragazzoni, Jacopo",Jacopo,Ragazzoni,,,,,,Male,,,Position282,"Event0667, Event0668",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 5, nn. 92, 95-96, 99 (8 maggio-11 giugno 1571); SAPC, reg. 6, cc. 292-297v (copiario 8 maggio-11 giugno 1571). * Relazione: Archivio di Stato di Venezia, CR, b. 4; Albéri, Le relazioni, III/2, pp. 77-102."
Person_303,"Renier, Alvise",Alvise,Renier,,,,,,Male,,,"Position283, Position284","Event0669, Event0670, Event0671, Event0672, Event0673",,"Dispacci: Archivio di Stato di Venezia, SAPC, f. 5, n. 1 (6 agosto 1550). Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 91-107, 109 (7 febbraio-17 maggio 1556).* Relazione: Archivio di Stato di Venezia, CR, b. 61, n. 207, cc. 95v-121v; Pedani, Relazioni inedite, pp. 47-86.* Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 91-107, 109 (7 febbraio-17 maggio 1556)."
Person_304,"Renier, Paolo",Paolo,Renier,,,,,,Male,,,"Position285, Position286","Event0674, Event0675",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 168, nn. 1-5; 91-93 (26 agosto 1705-12 gennaio 1706); f. 169, nn. 94-101, 102-104, 105-107; 111a (21 March -23 settembre 1706)."
Person_305,"Rinaldo, Carli",Carli,Rinaldo,,,,,,?,,,,"Event0674, Event0675",,
Person_306,"Ruzzini, Carlo",Carlo,Ruzzini,,,,,,Male,,,Position287,"Event0676, Event0677, Event0678",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 168, nn. 1-5; 91-93 (26 agosto 1705-12 gennaio 1706); f. 169, nn. 94-101, 102-104, 105-107; 111a (21 March -23 settembre 1706). * Relazione: Archivio di Stato di Venezia, CR, b. 7; Pedani, Relazioni inedite, pp. 757-824."
Person_307,"Ruzzini, Carlo",Carlo,Ruzzini,,,,,,Male,,,Position288,"Event0676, Event0677, Event0678",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 173, nn. 1-44; 44a (8 maggio 1719-31 ottobre 1720)."
Person_308,"Sagomala, Zuanne",Sagomala,Zuanne,,Sagomala,Giovanni;Giovan;Zuan;Zuane;Zuanne;Gio:,,Dragoman,Male,,Greek,"Position289, Position290",Event0679,,
Person_309,"Sagundino, Alvise",Alvise,Sagundino,,,,,Segretario,Male,,,"Position291, Position292, Position293","Event0680, Event0681",,"Relazione: Sanudo, I diarii, I, coll. 397-400 (sommario)."
Person_310,"Sagundino, Nicolò",Nicolò,Sagundino,,,,,,Male,,,Position294,"Event0682, Event0683",,
Person_311,"Salvago, Benetto",Benetto,Salvago,,,,,,Male,,,,"Event0682, Event0683",,
Person_312,"Salvago, Gianesin (I)",Salvago,Gianesin (I),I,Salvago;Selvago;Selvaggio;Salvaggio,Gianesin;Gianesino;Zanesin;Zanesino;Zenesino;Tenesin;Tenesino,,Dragoman,Male,Christiana di Pera,Turkish,Position295,"Event0684, Event0685, Event0686, Event0687, Event0688",PersonPerson0183,
Person_313,"Salvago, Gianesin (II)",Salvago,Gianesin (II),II,Salvago;Selvago;Selvaggio;Salvaggio,Gianesin;Gianesino;Zanesin;Zanesino;Tenesin;Tenesino,,Dragoman,Male,Christiana di Pera,Turkish,"Position296, Position297","Event0689, Event0690, Event0691, Event0692, Event0693, Event0694, Event0695, Event0696, Event0697, Event0698, Event0699","PersonPerson0184, PersonPerson0185, PersonPerson0186, PersonPerson0187",
Person_314,"Salvago, Gio: Battista",Salvago,Gio: Battista,,Salvago;Selvago;Selvaggio;Salvaggio,Gio: Battista;Giovanni Battista;Giambattista;Zuambattista;Zuan Battista;Zuanne Battista;Zuane Battista;Battista;Batista;Gianbattista;Gianbatista;Giovanbattista,,Dragoman,Male,Christiana di Pera,Turkish,Position298,"Event0700, Event0701, Event0702, Event0703, Event0704, Event0705, Event0706, Event0707","PersonPerson0188, PersonPerson0189, PersonPerson0190, PersonPerson0191, PersonPerson0192, PersonPerson0193, PersonPerson0194",Bertelè 1932; Grandchamp 1937; Rothman 2009b
Person_315,"Salvago, Gioia",Gioia,Salvago,,,,,,Female,,,,"Event0700, Event0701, Event0702, Event0703, Event0704, Event0705, Event0706, Event0707",,
Person_316,"Salvago, Giuliano",Salvago,Giuliano,,Salvago;Selvago;Selvaggio;Salvaggio,Giulian;Giuliano,,Dragoman,Male,Christiana di Pera,Turkish,"Position299, Position300","Event0708, Event0709, Event0710, Event0711, Event0712, Event0713, Event0714","PersonPerson0195, PersonPerson0196, PersonPerson0197",
Person_317,"Salvago, Mateca",Salvago,Mateca,,Salvago;Selvago;Selvaggio;Salvaggio,Mateca;Matheca;Matteca;Matecca;Mattheca;Mateo;Matteo;Malteca;Maltheca,,Dragoman,Male,Christiana di Pera,Turkish,Position301,"Event0715, Event0716, Event0717, Event0718, Event0719, Event0720, Event0721, Event0722, Event0723, Event0724, Event0725, Event0726","PersonPerson0198, PersonPerson0199, PersonPerson0200, PersonPerson0201",Lamanskii 1968
Person_318,"Salvago, Sebastian",Sebastian,Salvago,,,,,,Male,,,,"Event0715, Event0716, Event0717, Event0718, Event0719, Event0720, Event0721, Event0722, Event0723, Event0724, Event0725, Event0726",,
Person_319,"Sanguinazzo, Domenico",Sanguinazzo,Domenico,,Sanguinazzo;Sanguinazzi,Domenico,,Dragoman,Male,Christiana di Pera,Turkish,Position302,"Event0727, Event0728, Event0729, Event0730, Event0731, Event0732",,relative Agostino Sanguinezo served as sub-prior of Magnifica Comunita in 1655
Person_320,"Scaramelli, Francesco ",Scaramelli,Francesco ,,Scaramelli;Scaramella,Francesco;Fra.o,,Dragoman,Male,Veneziana,Turkish,"Position303, Position304","Event0733, Event0734, Event0735, Event0736, Event0737, Event0738, Event0739, Event0740","PersonPerson0202, PersonPerson0203","Dursteler 2000: 173, n12; Rothman 2011; Dursteler 2011; "
Person_321,"Scaramelli, Isabetta",Isabetta,Scaramelli,,,,,,Female,,,,"Event0733, Event0734, Event0735, Event0736, Event0737, Event0738, Event0739, Event0740",,
Person_322,"Scassi, Marco di",Scassi,Marco di,de',Scassi;Scasso,Marco,de;da;dei,Dragoman,Male,,Turkish,Position305,"Event0741, Event0742, Event0743",PersonPerson0204,
Person_323,"Scocardi, Gio: Andrea",Gio: Andrea,Scocardi,,,,,,Male,,,,"Event0741, Event0742, Event0743",,
Person_324,"Scoccardi, Gioia",Gioia,Scoccardi,,,,,,Female,,,,"Event0741, Event0742, Event0743",,
Person_325,"Soranzo, Benedetto",Benedetto,Soranzo,,,,,Capitano generale del Golfo,Male,,,Position306,Event0744,,
Person_326,"Soranzo, Giacomo",Giacomo,Soranzo,,,,,,Male,,,"Position307, Position308, Position309","Event0745, Event0746, Event0747, Event0748, Event0749, Event0750, Event0751",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 1, nn. 18, 23-24, 27-29, 31, 33-44, 53-89 (21 aprile 1566-17 febbraio 1567); f. 2, nn. 1-6, 9-10, 12-15, 17-18, 20-61, 63-64, 71-72, 75, 77-108 (6 March 1567-29 febbraio 1568); f. 3, nn. 1-31, 33-38 (13 March -14 ottobre 1568); SAPC, reg. 6, cc. 1-44v (copiario 13 March -14 ottobre 1568). Dispacci: Archivio di Stato di Venezia, SDC, f. 8, nn. 19, 22, 27-32, 34-36, 38-39, 42-44, 48-49, 51-53, 55, 57-59, 61-65, 67-72, 73-91, 93-95, 97-102, 104-105, 107, 111, 116, 123 (28 maggio 1575-25 febbraio 1576); f. 10, nn. 1-57 (13 March -29 ottobre 1576); SAPC, reg. 6, cc. 499-566v (copiario, 28 maggio-14 dicembre 1575). Dispacci: Archivio di Stato di Venezia, SDC, f. 16, nn. 9, 15-17, 19-20, 22-23, 25-27, 29-35, 42, 55, 63, 70, 85 (27 aprile 1582-3 febbraio 1583). * Relazione: D. Roso - G. Pedrini , Solimano il Magnifico a Filippopoli nel 1566 , «Studi Veneziani», 40 (2000), pp. 207-233. Relazione: Archivio di Stato di Venezia, CR, b. 5; Albéri, Le relazioni, III/2, pp. 193-207 (copia per il pubblico). Relazione, copia letta in Senato: Archivio di Stato di Venezia, CR, b. 5; Pedani, Relazioni inedite, pp. 201-223. Sul viaggio: V. Lazari, Diario del viaggio da Venezia a Costantinopoli fatto da m. Jacopo Soranzo, ambasciatore straordinario della Serenissima Repubblica di Venezia al sultanto Murad III, in compagnia di m. Giovanni Correr bailo alla Porta ottomana, descritto da anonimo che fu al seguito del Soranzo 1575, Venezia 1856 (nozze Trieste-Vivante). Relazione: Archivio di Stato di Venezia, CR, b. 5; Pedani, Relazioni inedite, pp. 259-310. Relazione e diario di viaggio di Livio Cellini da Foligno, al seguito del Soranzo: Archivio di Stato di Venezia, CR, b. 5; Albéri, Le relazioni, III/2, pp. 209-253. Relazione di Maffeo Venier: Archivio di Stato di Venezia, CR, b. 5; Albéri, Le relazioni, III/1, pp. 437-468 (edita come di anonimo). Relatione dello stato presente del turco di Maffeo Venier, arcivescovo di Corfù: Archivio di Stato di Venezia, CR, b. 5; Albéri, Le relazioni, III/2, pp. 295-307."
Person_327,"Soranzo, Giovanni",Giovanni,Soranzo,,,,,,Male,,,Position310,"Event0752, Event0753",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 124, nn. 1-68; 13a, 20a (15 ottobre 1642-20 febbraio 1644); f. 125, nn. 70-80, 82-87, 89-92, 94-100 (19 March -2 ottobre 1644); f. 126, nn. 101-105; 107-136, 138-141; 100a, 105a, 123a (1 novembre 1644-24 febbraio 1645); f. 127, nn. 142-143, 145-155, 157-162, 164-181, 183-191; 159a (5 March -30 July 1645); f. 128, nn. 192-204, 206-221, 223-226 (5 agosto 1645-28 febbraio 1646); f. 129, nn. 227-247; 239a, 243a (10 March -26 agosto 1646); f. 130, nn. 248-258, 260-266 (6 settembre 1646-28 febbraio 1647); f. 131, nn. 267-299, 301-311, 314-316 (13 settembre 1647-27 febbraio 1648); f. 132, nn. 317-322, 324-355 (8 March 1648-28 febbraio 1649); f. 133, nn. 356-416 (22 March 1649-2 settembre 1650). Dispacci del segretario Giovanni Battista Ballarin f. 132, nn. 1-2; 341a-b (19 febbraio-4 ottobre 1648); del segretario Giulio Cesare Alberti f. 133 nn. 361a-i (3é aprile-6 giugno 1649); del segretario Pietro Vianuoli f. 133 nn. 361c-i (9 maggio-6 giugno 1649); dell’ambasciatore francese de la Haye f. 134, nn. 1-36 (18 giugo 1650-26 febbraio 1653); f. 135, nn. 1-24 (22 March 1653-3 aprile 1656); f. 135bis, nn. 1-13 (29 giugno 1656-24 agosto 1659)."
Person_328,"Soranzo, Lorenzo",Lorenzo,Soranzo,,,,,,Male,,,"Position311, Position312","Event0754, Event0755, Event0756",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 164, nn. 1-37 (26 agosto 1699-22 novembre 1700); f. 166, nn. 38-59 (28 febbraio 1701-20 giugno 1702); f. 167, nn. 60-114 (2 July 1702-9 maggio 1704)."
Person_329,"Spinelli, Marchiò",Spinelli,Marchiò,,Spinelli,Marchio;Marchiò,,Dragoman,Male,Veneziana,Greek;Turkish,Position313,"Event0757, Event0758, Event0759, Event0760, Event0761, Event0762, Event0763",PersonPerson0205,
Person_330,"Surian, Giacomo",Giacomo,Surian,,,,,,Male,,,Position314,"Event0757, Event0758, Event0759, Event0760, Event0761, Event0762, Event0763",,
Person_331,"Taria, Christoforo",Christoforo,Taria,,,,,,Male,,,,"Event0757, Event0758, Event0759, Event0760, Event0761, Event0762, Event0763",,
Person_332,"Tarsia, Angela",Angela,Tarsia,,,,,,Female,,,,"Event0757, Event0758, Event0759, Event0760, Event0761, Event0762, Event0763",,
