document_id,title,page,languages,english_summary,transcription,transliteration,date,date_text,date_type,places,topics,agencies,related_objects,notes,related_people,related_document,genre
doc_dragoman_venetian_archive_384,"Ufficio della Bolla Ducale, Grazie del Maggior Consiglio, Registri box 10 35v-36r",35v-36r,Italian,,"Come mossi noi dal lungo et degnio serv.o prestatto per molti ani dalla fid.ma famiglia Scarameli, et da quello partic.te del Circ.o et fid.mo Secrett.o del Senato Franc.o, il qual si Ì¬ sempre con prontezza senza alcun riguardo impiegato nel pub.co servitio servendo prima ÌÊ Cost.li per giovane della lingua dove restÌ_ ferito di Peste con grandiss.mo pericolo della Vita et poi in questa Citta per dragomano et essendo statto assi?tto nell'ord.e della Cancellaria Ducale si Ì¬ in essa dimostratto sempre pronto in tutte le Occorenze di pub.co servitio no lasciando, che impiegandosi hora nel Coll.o, et Senato con molta diligenza et Valore Come Ì¬ beniss.mo notto ad' Immittatt.ne delli Circ. et fid.mi Secrettarij Gio Carlo et Moderante suoi padre, et fr'allo, i quali nelle principal Corti di Prencipi Come Secrettarij et Ressid.ti ,et in q.ta CittÌÊ anco si sono con molto dispendio fattiche et avantaggio di pub.ci interessi impiegati con piena pub.ca sodisfatt.ne, letta l'humil sua Supplicatt.ne avanti noi et n'ri ordinati Cons.i insieme con le risposte s.a di ciÌ_ di ord'e n'ro fatte dalli Pressid.ti della Q.tia Cirm.l, et M.co Cancellier Grande, Com' in quello il tutto ben Considerato habbiamo sotto li 31 del pass.o Con dti n'ri ordinati Cons.i cioe Minor di 40, et Magior concesso al pred.to Circ.to et Fed.o Secre.o del Sen.o Francesco Scaramelli per sollievo delle sue strette fortune espettatt.a di un off.o ÌÊ sua ellett.ne di Nodaria Ì_ Scrivania di S. Marco, et Riato, Ì_ qual si voglia altro off.o niuno eccetuato delli risservati al Cons.o n'ro di 40 al Crim.l dopo le altre grattie simili sinhora concesse in Vita sua et per ani 25 solam.te dopÌ_ la sua Morte in nome di uno de suoi Nepoti in ConformitÌÊ della sua riv.te supplic.ne et agionta di regolatt.ne letta Conforme le risposte delli Pressid.ti della q.tia Crim.l acciÌ_ che Consolato con questo testimonio di honore Maggiorm.te s'accenda nel pub.co Servitio.",,1643-04-11,,Gregorian,Venice;Venice,Job,,ArchivalObject630,,PersonDocumentRelation0554,,
doc_dragoman_venetian_archive_385,"Ufficio della Bolla Ducale, Grazie del Maggior Consiglio, Registri box 9  138v-139r",138v-139r,Italian,,"Come missi noi dalla longa, e devotiss.ma servitÌ_ prestata per il corso di piÌ_ di anni 28 dal Cir.to et Fide.ssmo Secc.rio del Senato Moderante Scaramelli dentro, et fuori di questa CittÌÊ per Secc.rio con Pub.ci Rappresentanti, et solo in diverse importantiss.me Ressidenze alle Corti di Principi sempre con intiera fede et con pieniss.ma Pub. satisfatione in ogni tempo al quale agiongendossi quello del servitio, che presta pur da molti anni in quÌÊ alla Sig.ria N'ra anco il Fideliss.mo Fran.co suo Fratello nel carico di Dragomano della lingua Turca parlando, et scrivendo in essa , et quello del q. Circ.to, et Fideliss.mo Sec.rio del Senato Gio' Carlo Scaramelli loro Padre, che dopo haver servito dentro, et fuori il corso di 47 anni parim.te in continui viaggi ripieni di graviss.mi negotij al suo valore raccomandatti termino la vita nel Pub.co servitio nella Ressidenza di Milano con estrema giatura[?] di tutta la sua povera figliolanza, et poverita erede di meriti Paterni piÌ_ , che di altre sustanza da mantenersi come Ì¬ ben notto et come si Ì¬ inteso dalle risposte delli Presidenti del Cons.o di Q.ta al Criminal, et del Mag.co Canellier Grande. Habbiamo hoggi con li n'ri ordinati Conseglij, cioÌ¬ Minor di Q.ta con tutte le 40 ballotte, et Maggiore con le stretezze ordinate dalle Leggi concesso ad esso Circ.to, et Fideliss.mo Secc.rio Moderante Scaramelli durante la Vita sua, et di due sue figlioli di legitimo matrimonio con obligo di offerirne uno al servitio della Can.ria Ducal uno offitio ad ellettione di lui delli soliti riservati ÌÊ farsi dal medess.mo Cons.o di Q.ta al Criminal; eccttuate le Nodarie, et Scrivanie di S. Marco posteriori ÌÊ tutte le altre Gr'e simile fin hora concesse; accio che con questo novo attestato della Pub.ca benignita debba viver consolato nella riconoscenza delli effetti di essa nel merito delle longe, et honoratissime fatiche della sua Casa, e sue proprie; pero comettemo con l'autorita delli predetti Cons. ÌÊ chi aspetta che debbino osservare, et far osservare inviolabilm.te la presente Gr'a.",,1634-04-11,,Gregorian,Venice;Istanbul;Venice,Job,,ArchivalObject631,,,,
doc_dragoman_venetian_archive_386,"Capi del Consiglio dei Dieci, Lettere di Ambasciatori, Costantinopoli, box 4  197",197,Italian,"talks to ""uno raguseo che fa p[ro]fessione di dragomano"" - letter of ambassador Giacomo Soranzo",,,1575-08-03,,Gregorian,Venice,interpretation,,ArchivalObject150,,PersonDocumentRelation0555,,
doc_dragoman_venetian_archive_387,"Documenti Turchi, box 7, fascicle 857",,Italian,pays tribute of Zante to Ottoman treasury on behalf of bailo/Ven gvt,,,1576-08-13,,Gregorian,Istanbul;Istanbul,employment,,ArchivalObject231,,PersonDocumentRelation0556,,
doc_dragoman_venetian_archive_388,"Capi del Consiglio dei Dieci, Lettere di Ambasciatori, Costantinopoli, box 5  73-4",Apr-73,Italian,letter of bailo NicolÌ_ Barbarigo,"Questa mattina per tempo sono andati il secretario, et il Scassi Dragomano ÌÊ presentar li XX Girifalchi al M.co BassÌÊ portati dal Fiamengo, et dal suo servitore, vestiti honorevolmente. et fatti entrar in uno appartamento secreto, S. M.tia ne hÌÊ ritenuto quattro fatti cernir dal suo Falconiero. gl'altro Xvi fatti un'altra volta portar publicam.te gl'hÌÊ mandati un un Chiaus, et co'l medesimo Dragomano, et per gl'istessi hÌÊ[?] al Ser.mo Gran sig.r ÌÊ denar in nome della Ser.ta V'ra; dal qual son stati accettati; et per quanto hÌ_ inteso da un suo Capigi, venuto hoggi qui, gli son stati molto cari. Avanti che arivassero che perÌ_ fÌ_ nell'Alba S. M.tia haveva mandato ÌÊ chiamar ÌÊ se il Scassi Dragomano, Il qual gionto, et fatto introdur solo gli disse, che era stato fatto saper a questo Ser.mo Gran S.or che quel Ser.mo D'nio haveva fatto ritener in Venetia un Amb.r del fratello del Re di Franza, che veniva a negociar a q'sta porta, et che questa non era cosa da supportar, il Scassi rispose che non ne sapeva cosa alcuna, il che essendo riferito a me ho giudicato bene andar hogi il secretario et il medes.o Scassi da sua M.tia a dirle, ch'io non sapeva, che alcun Amb.r del Re di Franza, ne persona destinata qui fosse stata ritenuta, ma che era ben avisato, che quel S.mo D'nio essendo stato richiesto del Re X.mo di far retener un suo suddito et suo ribelle, gli era parso conveniente di satisfarlo, et lo haveva fatto consignar ad suo Amb.r, il che havendo detto esso secret.o replicÌ_ sua M.tia non bisognava retener un Amb.r mandato a questa porta, soggiongendo, che veniva p[er] le cose di Fiandra, et che bisognava in ogni modo liberarlo et lasiar che venga qua, Repose il Sec.o che v'ra S.ta no' havera saputo se non che era un traditor di quel Re, et che essendo ricercata l'haveva fatto ritener, et che quanto al liberarlo, no' era piÌ_ nelle mani sue havendolo giÌÊ consignato all'Amb.r di quella M.ta A che non diede il Bassa altra risposta. non ho giudicato bene d'andar io in persona cosi p[er] non dar che dir con queste due audientie dui giorni l'un dietro l'altro, come p[er] non dar piÌ_ che tanto di reputatione a questo negocio havendo p[ro]meso supplir il Secret.o a questo off.o come haverei fatto io medesimo Essendo questa mattina per tempo partite li portal're secondo l'ordinani gliene invio dietro due altri, che li giongano et li facciano continuar il animo con ogni diligenze: si come con ogni diligenza avisaro lEcc.ze V di ogni cosa di momento, che sopra giongesse in questa materia. gr'e. Dalle vigne di Pera li 9 Ap'le 1579 Nicolo Barbarigo Bailo",,1579-04-09,,Gregorian,Istanbul;Istanbul,diplomacy,,ArchivalObject151,,"PersonDocumentRelation0557, PersonDocumentRelation0558",,
doc_dragoman_venetian_archive_389,"Bailo a Costantinopoli, Busta 263, Fascicolo 2.1  80v-81r",80v-81r,Italian,,"80v Il servito che'l fidelissimo n'ro Marco d'i scassi presta nel carico che tiene de dragomano grande in Cost.li con molta diligentia, fede, et solecitudine, sicome piÌ_ particolarm.te da piÌ_ mano di l're de Bayli n'ri in Costli di tempo in tempo s'Ì¬ inteso, Ì¬ tale, che portando anco questo carico seco spesa de vestir, cavalli, p'nti et altro, si come dalla suplicatione del predetto Dragomano hora letta questo cons.o hÌÊ inteso, che conviene p[er] benefitio delle cose n're usar verso la persona sua alcun segno de gratitudine, si come arricorda il Bailo n'ro, acciÌ_ che con tanto maggior prontezza, et satisfattione dell'animo suo 81r habbia ÌÊ continuar nel servitio et carico suo: PerÌ_ L'andara parte, che sia co'messo al bailo n'ro in cost.li p'nte, et successori, che delli danari della S.ria nostra dar debbano ogn' anno in don'o al sopradetto dragomano cechini cento; acciÌ_ tanto piÌ_ commodamente possi attender et continuar nell' offitio, et carico de Dragomano grande. decreed 8/12/1581",,1581-09-11,,Gregorian,Istanbul,Raise,,ArchivalObject021,,PersonDocumentRelation0559,,
doc_dragoman_venetian_archive_390,"Bailo a Costantinopoli, Busta 263, Fascicolo 2.2  30r-v",30r-v,Italian,,"30r Capitan Dutilio Sabbi Romano q. Alessandro gia schiavo del Gran turco et poi del talisman Aduraman comes and admits to beg fuora di cattena in virtÌ_ d'una pleggieria fatta al suo patrone de ducati 600 da a[spri] 60 p[er] ducato cioÌ¬ dal Sr Giaffer, AgÌÊ dell'Arsenal de dti 200 da mr Marco de Scassi dragoman della Ser.ma S.ria de Venetia d'altri 200 et del rimanente da mr Marc'Ant.o Stanga, li quali si sono insieme obligati, de dar et pagar al detto talisman li detti d.ti sei cento in termine de sei mesi prossimi venturi principiati alli 7 del p'nte, et p[er]Ì_ il detto capital Dutilio s'Ì¬ obligato alli detti pleggiatori de far venir d'Italia 30v in questo tempo de mesi sei li detti d.ti 600 et no' lo facendo si contenta, et vuol che possino, et siano tolti ad interesse cambio, et recambio, come meglio parerÌÊ ÌÊ loro ÌÊ tutto risego, et danno del detto capitan Dutilio, il qual p[e]r cautella loro gl'hÌÊ obligato, et in virtÌ_ del p'nte, et futuri, et la propria persona sino all'integro pagamento et hÌÊ pregato me seg.rio ÌÊ far il p'nte publio insto test.i Mr Marchio Spinelli Dragoman q. Gasparo et Mr Antonio de Zuan'e mercante Venetiano",,1581-09-09,,Gregorian,,captivity;loan,,ArchivalObject022,,PersonDocumentRelation0560,,
doc_dragoman_venetian_archive_391,"Senato, Deliberazioni Costantinopoli, Registri box 7  14v",14v,Italian,"died on or before 4/16/1585. 4/29/1585: elecn of Grillo, Ambrosin in his place",,,1585-06-06,,Gregorian,,death,,ArchivalObject606,,"PersonDocumentRelation0561, PersonDocumentRelation0562",,
doc_dragoman_venetian_archive_392,"Bailo a Costantinopoli, Busta 263, Fascicolo 2.1  15v",15v,Italian,,"""Depositione Dragomani' Noi Dragomani della Ser.ma Sig.ria di Venetia faciamo fede come ordinariamente li coggetti p[e]r la liberation de schiavi dentro in essi coggetti vuol che sia espresso che libera quel tal schiavo p[er] l'amor di Iddio, con tutto che'l schiavo habbia pagato i danari contadi il suo rischato, e questa Ì¬ una usanza anticam.te introduta la qual si osserva tuttavia sin ogidi in fede della verita habbiamo fatot le p'nti che sarrano sotto scritto da n'ra propria mano, in quorum et Dalle Vigne di Pera alli 27 Agosto 1580 Io marco di Scassi afermo ut sopra Io Marcho spinelli afermo ut supra Io Matthio Marucini affermo quanto di s.a",,1580-08-25,,Gregorian,Istanbul;Istanbul,captivity,,ArchivalObject021,,PersonDocumentRelation0563,,
doc_dragoman_venetian_archive_393,"Quarantia Criminale, box 114, fascicle 142",,Italian,,44 pp full transcript. see word doc,,1603-03-03,,Gregorian,Istanbul,Trial,,ArchivalObject267,,,,
doc_dragoman_venetian_archive_394,"Senato, Dispacci Costantinopoli, box 138  127r",127r,Italian,,"126r Nota del rendito delli sott.ti Stipendiati, e Provisionati da di 18 Gennaro 1649 [1/18/1649] che furono saldati dall'Ecc.mo S.r Cav.r Soranzo, fio li 18 luglio 1654 [7/14/1654], che sono anni quattro, e mezo; de quali detrattare uno per il Pagamento di esso, havuto in Cost.li per ord.e dell'Ecc.mo S.r Ab.r Capello, resta di presente il loro Credito di anni tre, e mezo, come segue [...] 127r Gio: And.a Scoccardi c.ni 44 /23 l'ano, an'i 3.5 c.ni 156 a 40 Gioietta Scoccardi c.ni 20 70 Franceschetta, e Giacoma Borisi c.ni 20 l'an'o p[er] una 140 Cecilia Borisi c.ni 20 70 Selvagia Borisi c.ni 36 2/3 128 : 40 Soprana e Oronsa Grille c.ni 73 1/3 256: 80 Soprana e sorelle Grille c.ni 60 216 Alle quattro fig.le Grille c.ni 96 336 A Sebastian Selvago c.ni 60 210 Giac.mo Balsarini c.ni 109 381 : 60 F. Gio: B.a V. C.ze[?] di Gall.li c.ni 50 175 Nadalin Sanguinazzo C.le Palormo c.ni 20 70 La q. Smeralda Borisi c.ni 26 2/3 l'an'o da di 18 Gen'aro 1649 che fÌ_ saldata, sin li 27 maggio susseguente, che passÌ_ ad altra vita c.ni 13 : 15 Batestina, e Vittoria Grille c.ni 73 1/3 c.ni 256 : 80 P'ri Officianti la Mad.a di Cost.li c.ni 72 l'an'o, da 18 Gen.o 1648 che furono saldati, sin li 18 Lug.o 1654 sono an'i 5 1/2 de quali detrattone uno, come sop.a restano an'i quattro, e mezzo c.ni 324 _______ Sum'a c.ni 2797 : 75 Antonachi Levistro speciale, p[er] medicine sin' alla partenza dell'Ecc.mo Soranzo r.li 538 Per medicam.ti sin' all'arrivo ÌÊ Cost.li dell'Ecc.mo Amb.r Capello reali 300 in c.a [2 above together=] c.ni 419",,1654-09-25,[1654-09-25],Gregorian,,salary,,ArchivalObject615,,,,
